age,workclass,education,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
Senior,Self-emp-inc,HS-grad,Married-civ-spouse,Prof-specialty,Wife,White,Female,High,None,PartTime,England,>50K
Adult,Private,Bachelors,Never-married,Sales,Unmarried,Black,Male,None,None,FullTime,United-States,<=50K
Adult,Private,HS-grad,Divorced,Sales,Not-in-family,White,Male,None,None,FullTime,United-States,<=50K
Adult,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,None,Low,FullTime,United-States,<=50K
Adult,Private,Some-college,Never-married,Other-service,Not-in-family,White,Female,None,None,FullTime,United-States,<=50K
Adult,Private,Some-college,Divorced,Exec-managerial,Unmarried,Black,Female,None,None,PartTime,United-States,<=50K
Adult,Private,HS-grad,Never-married,Machine-op-inspct,Other-relative,Black,Female,None,None,PartTime,United-States,<=50K
Adult,Private,HS-grad,Never-married,Exec-managerial,Own-child,Black,Male,None,None,FullTime,United-States,<=50K
Adult,Federal-gov,HS-grad,Widowed,Adm-clerical,Unmarried,White,Female,None,None,PartTime,United-States,<=50K
Adult,Private,Bachelors,Married-civ-spouse,Tech-support,Husband,White,Male,None,None,FullTime,United-States,<=50K
Adult,Private,Some-college,Never-married,Handlers-cleaners,Own-child,Other,Male,None,None,PartTime,United-States,<=50K
Adult,Private,HS-grad,Married-civ-spouse,Transport-moving,Wife,White,Female,None,None,FullTime,United-States,<=50K
Adult,Self-emp-inc,Masters,Divorced,Exec-managerial,Not-in-family,White,Female,None,None,OverTime,United-States,<=50K
Adult,Private,HS-grad,Never-married,Other-service,Not-in-family,Black,Male,None,None,FullTime,United-States,<=50K
Adult,State-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,None,None,PartTime,India,<=50K
Senior,Self-emp-not-inc,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,None,None,FullTime,Canada,<=50K
Adult,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,None,None,FullTime,United-States,<=50K
Adult,Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,None,None,FullTime,United-States,<=50K
Senior,Private,HS-grad,Married-civ-spouse,Prof_specialty,Husband,White,Male,None,None,PartTime,United-States,<=50K
Adult,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,None,None,FullTime,United-States,<=50K
Adult,Private,9th,Married-civ-spouse,Transport-moving,Husband,White,Male,None,None,FullTime,United-States,<=50K
Adult,Private,Some-college,Never-married,Machine-op-inspct,Own-child,White,Male,None,None,PartTime,United-States,<=50K
Adult,Private,Some-college,Never-married,Prof_specialty,Own-child,White,Female,None,None,PartTime,United-States,<=50K
Adult,Self-emp-inc,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,None,None,OverTime,United-States,<=50K
Adult,Federal-gov,Assoc-acdm,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,None,None,FullTime,United-States,>50K
Adult,Private,Bachelors,Never-married,Transport-moving,Not-in-family,White,Male,None,None,FullTime,United-States,<=50K
Adult,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,FullTime,United-States,<=50K
Senior,Private,HS-grad,Married-civ-spouse,Farming-fishing,Husband,Asian-Pac-Islander,Male,None,None,FullTime,Philippines,<=50K
Adult,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,Black,Female,None,None,FullTime,United-States,<=50K
Adult,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,Low,None,FullTime,United-States,>50K
Adult,Private,Bachelors,Divorced,Sales,Not-in-family,White,Male,None,None,FullTime,United-States,<=50K
Adult,Local-gov,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,Low,None,FullTime,United-States,>50K
Adult,Private,Some-college,Never-married,Craft-repair,Own-child,White,Male,None,None,PartTime,United-States,<=50K
Adult,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,None,None,FullTime,United-States,>50K
Adult,Private,Some-college,Never-married,Exec-managerial,Own-child,Other,Female,None,None,FullTime,United-States,<=50K
Adult,Private,Assoc-acdm,Never-married,Prof_specialty,Other-relative,White,Female,None,None,FullTime,United-States,<=50K
Adult,Private,HS-grad,Married-civ-spouse,Exec-managerial,Other-relative,White,Female,None,None,FullTime,United-States,<=50K
Adult,Private,Bachelors,Never-married,Other-service,Own-child,White,Female,None,None,PartTime,United-States,<=50K
Adult,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,None,None,FullTime,United-States,<=50K
Adult,Private,12th,Never-married,Other-service,Own-child,White,Female,None,None,PartTime,United-States,<=50K
Adult,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,None,None,FullTime,United-States,<=50K
Adult,Private,Bachelors,Never-married,Adm-clerical,Own-child,White,Male,None,None,FullTime,United-States,<=50K
Adult,Private,9th,Never-married,Sales,Unmarried,White,Female,None,None,FullTime,United-States,<=50K
Adult,Private,HS-grad,Never-married,Farming-fishing,Not-in-family,White,Male,None,None,FullTime,United-States,<=50K
Adult,Private,Masters,Married-civ-spouse,Exec-managerial,Wife,White,Female,None,None,FullTime,United-States,>50K
Adult,Private,Some-college,Never-married,Exec-managerial,Not-in-family,White,Female,None,None,FullTime,United-States,<=50K
Adult,Self-emp-inc,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,None,None,FullTime,United-States,>50K
Adult,Private,9th,Never-married,Priv-house-serv,Not-in-family,White,Female,None,None,PartTime,El-Salvador,<=50K
Adult,Private,7th-8th,Married-civ-spouse,Other-service,Husband,White,Male,None,None,FullTime,Mexico,<=50K
Adult,Self-emp-inc,12th,Married-civ-spouse,Exec-managerial,Husband,White,Male,None,Low,FullTime,United-States,<=50K
Adult,Private,11th,Never-married,Craft-repair,Own-child,White,Male,None,None,FullTime,United-States,<=50K
Child,Private,11th,Never-married,Other-service,Own-child,Black,Female,None,None,PartTime,United-States,<=50K
Adult,Private,HS-grad,Widowed,Adm-clerical,Unmarried,White,Female,None,None,OverTime,United-States,<=50K
Adult,Private,Assoc-voc,Married-civ-spouse,Tech-support,Husband,White,Male,None,None,FullTime,United-States,<=50K
Adult,Federal-gov,Bachelors,Married-spouse-absent,Exec-managerial,Not-in-family,White,Female,None,None,FullTime,United-States,<=50K
Adult,Federal-gov,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,FullTime,United-States,>50K
Adult,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,High,None,FullTime,United-States,>50K
Adult,Private,HS-grad,Married-civ-spouse,Prof_specialty,Other-relative,White,Male,None,None,PartTime,United-States,<=50K
Adult,Private,HS-grad,Never-married,Prof_specialty,Not-in-family,White,Male,None,None,FullTime,United-States,<=50K
Adult,Private,HS-grad,Never-married,Craft-repair,Own-child,White,Male,None,Low,FullTime,United-States,<=50K
Adult,Private,HS-grad,Married-civ-spouse,Other-service,Wife,White,Female,Low,None,FullTime,United-States,>50K
Adult,Self-emp-not-inc,Assoc-voc,Divorced,Other-service,Unmarried,White,Female,None,None,OverTime,United-States,<=50K
Adult,Private,HS-grad,Married-civ-spouse,Prof_specialty,Husband,White,Male,None,None,FullTime,Dominican-Republic,<=50K
Adult,State-gov,Some-college,Never-married,Protective-serv,Not-in-family,White,Male,None,None,FullTime,United-States,<=50K
Adult,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Male,None,None,PartTime,Nicaragua,<=50K
Adult,Private,HS-grad,Widowed,Other-service,Not-in-family,White,Female,None,None,FullTime,United-States,<=50K
Adult,Private,10th,Never-married,Sales,Unmarried,Other,Female,None,None,PartTime,Dominican-Republic,<=50K
Adult,Private,HS-grad,Never-married,Transport-moving,Own-child,White,Male,Low,None,PartTime,United-States,<=50K
Adult,Federal-gov,12th,Never-married,Other-service,Unmarried,Black,Female,None,None,FullTime,United-States,<=50K
Adult,Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,None,None,FullTime,United-States,<=50K
Adult,Private,Bachelors,Widowed,Prof-specialty,Unmarried,White,Female,None,None,FullTime,United-States,>50K
Adult,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,Low,None,FullTime,United-States,<=50K
Adult,Private,Some-college,Never-married,Other-service,Not-in-family,White,Female,None,None,PartTime,United-States,<=50K
Adult,Private,Bachelors,Married-civ-spouse,Prof_specialty,Wife,Black,Female,None,None,PartTime,United-States,>50K
Adult,Private,Assoc-voc,Separated,Adm-clerical,Own-child,Black,Female,None,None,FullTime,United-States,<=50K
Adult,Private,HS-grad,Never-married,Other-service,Not-in-family,Black,Female,None,None,PartTime,United-States,<=50K
Adult,Private,HS-grad,Separated,Craft-repair,Not-in-family,White,Female,None,None,PartTime,United-States,<=50K
Adult,Self-emp-not-inc,Some-college,Widowed,Exec-managerial,Not-in-family,White,Male,None,None,PartTime,United-States,<=50K
Adult,Private,HS-grad,Separated,Sales,Not-in-family,White,Female,None,None,PartTime,United-States,<=50K
Adult,Private,11th,Widowed,Machine-op-inspct,Not-in-family,White,Female,None,None,FullTime,United-States,<=50K
Senior,Private,Assoc-voc,Widowed,Prof_specialty,Unmarried,White,Female,None,None,PartTime,United-States,<=50K
Adult,Private,Assoc-voc,Never-married,Adm-clerical,Own-child,White,Female,High,None,FullTime,United-States,>50K
Adult,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,None,None,FullTime,United-States,>50K
Adult,Local-gov,Some-college,Never-married,Protective-serv,Own-child,White,Male,None,None,PartTime,United-States,<=50K
Adult,Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,None,None,FullTime,United-States,<=50K
Adult,Private,9th,Married-civ-spouse,Exec-managerial,Husband,White,Male,None,None,FullTime,United-States,<=50K
Adult,Private,HS-grad,Divorced,Craft-repair,Unmarried,White,Female,Low,None,FullTime,United-States,<=50K
Adult,Self-emp-not-inc,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,None,None,PartTime,United-States,<=50K
Adult,Private,12th,Never-married,Machine-op-inspct,Own-child,White,Male,None,None,FullTime,United-States,<=50K
Adult,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Female,None,None,FullTime,United-States,<=50K
Adult,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,High,None,FullTime,United-States,>50K
Adult,Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,Low,None,FullTime,United-States,>50K
Adult,Private,Assoc-acdm,Never-married,Adm-clerical,Not-in-family,Black,Female,None,None,FullTime,United-States,<=50K
Adult,Private,10th,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,PartTime,United-States,<=50K
Adult,Private,Assoc-acdm,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,None,None,FullTime,United-States,<=50K
Adult,State-gov,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,Low,None,FullTime,United-States,>50K
Adult,Private,HS-grad,Divorced,Sales,Unmarried,Black,Female,None,None,PartTime,United-States,<=50K
Adult,Private,11th,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,FullTime,United-States,<=50K
Adult,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,Black,Female,None,None,FullTime,United-States,<=50K
Adult,Private,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,PartTime,United-States,<=50K
Adult,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,None,None,FullTime,United-States,<=50K
Adult,Federal-gov,Assoc-voc,Married-civ-spouse,Tech-support,Husband,White,Male,None,None,FullTime,United-States,>50K
Adult,Federal-gov,Some-college,Never-married,Armed-Forces,Other-relative,White,Male,None,None,FullTime,United-States,<=50K
Adult,Private,Some-college,Never-married,Handlers-cleaners,Own-child,White,Male,None,None,PartTime,United-States,<=50K
Adult,Private,5th-6th,Divorced,Machine-op-inspct,Unmarried,Other,Female,None,None,FullTime,Dominican-Republic,<=50K
Adult,Local-gov,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,FullTime,United-States,<=50K
Adult,Private,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,None,None,FullTime,United-States,>50K
Senior,Local-gov,Masters,Widowed,Prof-specialty,Not-in-family,White,Female,None,None,FullTime,United-States,<=50K
Adult,Local-gov,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Male,None,None,PartTime,United-States,<=50K
Adult,Private,Some-college,Married-civ-spouse,Adm-clerical,Wife,White,Female,None,None,PartTime,United-States,>50K
Child,Private,11th,Never-married,Handlers-cleaners,Own-child,White,Male,None,None,PartTime,United-States,<=50K
Adult,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,None,None,FullTime,United-States,>50K
Adult,Private,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,High,None,FullTime,United-States,>50K
Adult,Private,Some-college,Never-married,Prof_specialty,Not-in-family,White,Female,None,None,PartTime,United-States,<=50K
Adult,Private,Some-college,Never-married,Adm-clerical,Unmarried,White,Female,None,None,FullTime,United-States,<=50K
Adult,Private,HS-grad,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,None,None,OverTime,Japan,>50K
Adult,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,None,High,FullTime,United-States,<=50K
Adult,Federal-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,Black,Male,None,None,FullTime,United-States,<=50K
Adult,Private,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,Low,None,FullTime,United-States,>50K
Adult,Self-emp-not-inc,HS-grad,Divorced,Farming-fishing,Not-in-family,White,Male,None,None,FullTime,United-States,<=50K
Adult,Local-gov,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,None,None,FullTime,United-States,>50K
Adult,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,None,None,PartTime,United-States,<=50K
Adult,Private,HS-grad,Divorced,Machine-op-inspct,Not-in-family,White,Male,Low,None,FullTime,United-States,<=50K
Adult,Private,Bachelors,Married-civ-spouse,Tech-support,Husband,White,Male,Low,None,FullTime,United-States,>50K
Adult,Federal-gov,HS-grad,Divorced,Machine-op-inspct,Not-in-family,White,Male,None,None,FullTime,United-States,<=50K
Adult,Private,HS-grad,Never-married,Farming-fishing,Not-in-family,Black,Female,None,None,OverTime,United-States,<=50K
Adult,Private,HS-grad,Married-civ-spouse,Adm-clerical,Other-relative,White,Female,None,None,PartTime,United-States,<=50K
Adult,Local-gov,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,Low,None,FullTime,United-States,>50K
Adult,Local-gov,HS-grad,Never-married,Machine-op-inspct,Own-child,White,Male,None,None,OverTime,United-States,<=50K
Adult,Private,10th,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,OverTime,United-States,<=50K
Adult,Private,HS-grad,Never-married,Adm-clerical,Unmarried,Black,Female,None,None,PartTime,United-States,<=50K
Adult,Private,Assoc-acdm,Married-civ-spouse,Prof-specialty,Husband,White,Male,None,None,FullTime,United-States,>50K
Adult,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Wife,White,Female,None,None,FullTime,United-States,<=50K
Adult,Self-emp-not-inc,Some-college,Married-civ-spouse,Adm-clerical,Wife,White,Female,None,None,PartTime,United-States,>50K
Adult,Private,Some-college,Never-married,Machine-op-inspct,Not-in-family,White,Male,None,None,FullTime,United-States,<=50K
Adult,Private,Masters,Never-married,Exec-managerial,Not-in-family,White,Female,None,None,PartTime,United-States,<=50K
Senior,Self-emp-not-inc,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,None,High,PartTime,United-States,>50K
Adult,Private,9th,Never-married,Transport-moving,Own-child,White,Male,None,None,FullTime,United-States,<=50K
Adult,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,None,None,FullTime,United-States,>50K
Adult,Private,Assoc-acdm,Married-civ-spouse,Exec-managerial,Husband,White,Male,High,None,FullTime,United-States,>50K
Adult,Self-emp-not-inc,12th,Married-civ-spouse,Transport-moving,Husband,White,Male,None,None,OverTime,United-States,<=50K
Adult,Private,7th-8th,Never-married,Machine-op-inspct,Own-child,White,Female,None,None,PartTime,United-States,<=50K
Adult,Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,High,None,OverTime,United-States,>50K
Adult,Self-emp-not-inc,HS-grad,Never-married,Farming-fishing,Unmarried,White,Male,None,None,FullTime,United-States,<=50K
Adult,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,Low,None,OverTime,Japan,<=50K
Adult,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,None,None,OverTime,United-States,<=50K
Senior,Local-gov,5th-6th,Married-civ-spouse,Prof-specialty,Husband,White,Male,None,None,PartTime,United-States,<=50K
Adult,Local-gov,Masters,Never-married,Prof-specialty,Not-in-family,White,Female,None,None,FullTime,United-States,<=50K
Adult,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,None,None,FullTime,United-States,<=50K
Adult,Local-gov,HS-grad,Married-civ-spouse,Transport-moving,Husband,Amer-Indian-Eskimo,Male,None,None,FullTime,United-States,<=50K
Adult,Private,HS-grad,Never-married,Machine-op-inspct,Unmarried,White,Female,None,None,FullTime,United-States,<=50K
Adult,Private,Some-college,Married-civ-spouse,Other-service,Husband,Other,Male,None,None,FullTime,Mexico,<=50K
Adult,Private,Some-college,Never-married,Other-service,Own-child,White,Male,None,None,PartTime,United-States,<=50K
Adult,Private,12th,Married-civ-spouse,Sales,Husband,White,Male,Low,None,FullTime,United-States,>50K
Adult,Private,10th,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,FullTime,United-States,<=50K
Adult,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,Amer-Indian-Eskimo,Male,None,None,FullTime,United-States,<=50K
Adult,Private,HS-grad,Never-married,Farming-fishing,Not-in-family,White,Male,None,None,FullTime,United-States,<=50K
Adult,Private,HS-grad,Married-civ-spouse,Tech-support,Husband,White,Male,None,None,FullTime,United-States,<=50K
Adult,Private,HS-grad,Never-married,Machine-op-inspct,Own-child,White,Female,None,None,PartTime,United-States,<=50K
Adult,Local-gov,Bachelors,Never-married,Prof-specialty,Other-relative,Black,Male,None,None,PartTime,United-States,<=50K
Adult,Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,None,High,FullTime,United-States,>50K
Senior,Federal-gov,Some-college,Widowed,Tech-support,Not-in-family,White,Female,Low,None,FullTime,United-States,<=50K
Adult,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,None,None,FullTime,United-States,<=50K
Adult,Self-emp-not-inc,Assoc-voc,Never-married,Farming-fishing,Own-child,White,Male,None,None,OverTime,United-States,<=50K
Senior,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,None,None,FullTime,United-States,<=50K
Adult,Federal-gov,Assoc-voc,Married-civ-spouse,Tech-support,Husband,White,Male,None,Low,FullTime,United-States,>50K
Adult,Local-gov,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Male,None,None,FullTime,United-States,<=50K
Adult,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,None,None,OverTime,United-States,>50K
Adult,Private,11th,Married-civ-spouse,Other-service,Husband,White,Male,None,None,FullTime,United-States,<=50K
Senior,Local-gov,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,None,None,FullTime,United-States,<=50K
Adult,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,None,Low,FullTime,United-States,<=50K
Adult,Private,Assoc-voc,Never-married,Prof-specialty,Not-in-family,Black,Male,None,None,FullTime,United-States,<=50K
Adult,Private,Bachelors,Never-married,Sales,Unmarried,White,Male,None,None,FullTime,United-States,<=50K
Adult,Private,11th,Married-civ-spouse,Exec-managerial,Husband,White,Male,None,None,FullTime,United-States,>50K
Adult,Local-gov,Some-college,Married-civ-spouse,Other-service,Husband,White,Male,None,None,FullTime,United-States,<=50K
Adult,Private,Some-college,Never-married,Machine-op-inspct,Not-in-family,Asian-Pac-Islander,Male,None,None,FullTime,Philippines,<=50K
Adult,Private,Some-college,Married-civ-spouse,Tech-support,Husband,White,Male,None,None,FullTime,United-States,>50K
Adult,Local-gov,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,None,None,FullTime,United-States,<=50K
Adult,Private,11th,Married-spouse-absent,Prof_specialty,Unmarried,Black,Female,None,None,PartTime,United-States,<=50K
Adult,Private,12th,Never-married,Priv-house-serv,Not-in-family,White,Female,None,None,PartTime,United-States,<=50K
Adult,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Black,Male,None,None,FullTime,United-States,<=50K
Adult,Private,Bachelors,Never-married,Prof-specialty,Own-child,White,Female,None,None,FullTime,United-States,<=50K
Adult,Private,HS-grad,Never-married,Prof-specialty,Own-child,White,Female,None,None,FullTime,United-States,<=50K
Senior,Local-gov,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,Low,None,FullTime,United-States,<=50K
Adult,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,None,None,FullTime,Mexico,<=50K
Adult,Private,Bachelors,Separated,Tech-support,Own-child,White,Male,None,None,FullTime,United-States,<=50K
Adult,Local-gov,Bachelors,Divorced,Prof-specialty,Not-in-family,White,Female,None,None,FullTime,United-States,<=50K
Adult,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,None,High,FullTime,United-States,>50K
Adult,Private,HS-grad,Widowed,Prof_specialty,Unmarried,White,Female,Low,None,OverTime,United-States,<=50K
Adult,Private,HS-grad,Never-married,Exec-managerial,Not-in-family,White,Male,None,None,FullTime,United-States,<=50K
Adult,Local-gov,Bachelors,Divorced,Prof-specialty,Not-in-family,White,Female,None,None,OverTime,United-States,<=50K
Adult,Local-gov,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,FullTime,United-States,>50K
Adult,Private,HS-grad,Never-married,Sales,Not-in-family,White,Male,None,None,FullTime,United-States,<=50K
Senior,Local-gov,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,None,None,PartTime,United-States,<=50K
Adult,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,None,None,FullTime,United-States,<=50K
Adult,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Male,None,None,PartTime,United-States,<=50K
Adult,Self-emp-not-inc,Bachelors,Married-civ-spouse,Farming-fishing,Husband,White,Male,None,None,PartTime,United-States,<=50K
Adult,Federal-gov,Some-college,Married-civ-spouse,Protective-serv,Husband,White,Male,None,None,OverTime,United-States,>50K
Adult,Self-emp-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,None,None,OverTime,United-States,<=50K
Adult,Private,10th,Never-married,Other-service,Not-in-family,White,Male,None,None,FullTime,United-States,<=50K
Adult,Private,Bachelors,Divorced,Machine-op-inspct,Unmarried,Other,Female,None,None,FullTime,Puerto-Rico,<=50K
Adult,Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,None,None,FullTime,United-States,<=50K
Adult,Federal-gov,Some-college,Separated,Adm-clerical,Unmarried,White,Female,None,None,FullTime,United-States,<=50K
Adult,Private,9th,Never-married,Machine-op-inspct,Unmarried,Black,Female,None,Low,FullTime,United-States,<=50K
Adult,Private,Some-college,Divorced,Adm-clerical,Not-in-family,White,Female,None,None,FullTime,United-States,<=50K
Child,Self-emp-inc,10th,Never-married,Sales,Own-child,White,Male,None,None,PartTime,United-States,<=50K
Adult,Private,Some-college,Never-married,Sales,Own-child,White,Male,None,None,FullTime,United-States,<=50K
Adult,Private,Some-college,Never-married,Prof-specialty,Not-in-family,White,Female,None,None,PartTime,United-States,<=50K
Adult,Private,Some-college,Never-married,Prof_specialty,Own-child,White,Male,None,None,PartTime,United-States,<=50K
Adult,Private,Some-college,Divorced,Other-service,Unmarried,White,Female,None,None,FullTime,United-States,<=50K
Adult,Private,Bachelors,Never-married,Tech-support,Not-in-family,White,Male,None,None,FullTime,United-States,<=50K
Adult,Private,Some-college,Never-married,Prof_specialty,Own-child,White,Female,None,None,FullTime,United-States,<=50K
Adult,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,None,None,PartTime,United-States,<=50K
Adult,Private,10th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,None,None,FullTime,United-States,<=50K
Adult,Private,Some-college,Married-civ-spouse,Sales,Own-child,White,Female,None,None,PartTime,United-States,<=50K
Adult,Private,5th-6th,Separated,Priv-house-serv,Unmarried,Other,Female,None,None,PartTime,Mexico,<=50K
Adult,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,FullTime,United-States,<=50K
Adult,Local-gov,HS-grad,Never-married,Other-service,Own-child,White,Male,None,None,FullTime,United-States,<=50K
Adult,Private,9th,Divorced,Other-service,Unmarried,White,Female,None,None,FullTime,United-States,<=50K
Adult,Private,Some-college,Divorced,Craft-repair,Not-in-family,White,Female,None,None,FullTime,United-States,<=50K
Adult,Private,HS-grad,Never-married,Prof-specialty,Own-child,White,Male,None,None,FullTime,United-States,<=50K
Adult,Federal-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,None,None,FullTime,United-States,>50K
Adult,Self-emp-inc,Masters,Divorced,Exec-managerial,Not-in-family,Black,Female,None,None,FullTime,United-States,<=50K
Adult,Federal-gov,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male,None,None,FullTime,United-States,<=50K
Adult,Private,HS-grad,Never-married,Craft-repair,Own-child,White,Male,None,None,PartTime,United-States,<=50K
Adult,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,None,None,FullTime,United-States,<=50K
Adult,Local-gov,Some-college,Never-married,Protective-serv,Own-child,White,Male,None,None,FullTime,United-States,<=50K
Adult,Federal-gov,HS-grad,Married-civ-spouse,Armed-Forces,Other-relative,Amer-Indian-Eskimo,Male,None,None,FullTime,United-States,<=50K
Adult,Private,11th,Never-married,Other-service,Not-in-family,White,Male,None,None,FullTime,United-States,<=50K
Adult,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,FullTime,United-States,<=50K
Adult,Self-emp-not-inc,HS-grad,Divorced,Sales,Not-in-family,White,Male,Low,None,FullTime,United-States,<=50K
Adult,State-gov,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,None,High,OverTime,United-States,>50K
Adult,State-gov,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Male,None,None,FullTime,United-States,<=50K
Adult,Private,9th,Never-married,Other-service,Unmarried,White,Male,None,None,PartTime,Mexico,<=50K
Adult,Private,Some-college,Divorced,Sales,Unmarried,White,Female,None,Low,FullTime,United-States,<=50K
Adult,Private,11th,Divorced,Craft-repair,Own-child,White,Female,None,None,FullTime,United-States,>50K
Adult,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,FullTime,United-States,>50K
Adult,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,None,None,FullTime,United-States,>50K
Adult,Private,Bachelors,Never-married,Prof-specialty,Unmarried,Black,Female,None,None,PartTime,United-States,<=50K
Adult,Local-gov,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,None,None,PartTime,United-States,<=50K
Adult,Private,HS-grad,Never-married,Other-service,Own-child,White,Male,None,None,PartTime,United-States,<=50K
Adult,Self-emp-not-inc,Some-college,Married-civ-spouse,Sales,Husband,Amer-Indian-Eskimo,Male,None,None,OverTime,United-States,<=50K
Adult,Private,10th,Never-married,Other-service,Not-in-family,White,Female,None,None,PartTime,United-States,<=50K
Adult,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,None,None,FullTime,United-States,<=50K
