@relation audlt_scrub

@attribute age {Adult,Child,Senior}
@attribute workclass {Self-emp-not-inc,Private,State-gov,Federal-gov,Local-gov,Self-emp-inc,Without-pay,Never-worked}
@attribute education {Bachelors,HS-grad,11th,Masters,9th,Some-college,Assoc-acdm,Assoc-voc,7th-8th,Doctorate,Prof-school,5th-6th,10th,1st-4th,Preschool,12th}
@attribute marital-status {Married-civ-spouse,Divorced,Married-spouse-absent,Never-married,Separated,Married-AF-spouse,Widowed}
@attribute occupation {Exec-managerial,Handlers-cleaners,Prof-specialty,Other-service,Adm-clerical,Sales,Craft-repair,Transport-moving,Farming-fishing,Machine-op-inspct,Tech-support,Protective-serv,Armed-Forces,Priv-house-serv}
@attribute relationship {Husband,Not-in-family,Wife,Own-child,Unmarried,Other-relative}
@attribute race {White,Black,Asian-Pac-Islander,Amer-Indian-Eskimo,Other}
@attribute sex {Male,Female}
@attribute native-country {United-States,Cuba,Jamaica,India,Mexico,South,Puerto-Rico,Honduras,England,Canada,Germany,Iran,Philippines,Italy,Poland,Columbia,Cambodia,Thailand,Ecuador,Laos,Taiwan,Haiti,Portugal,Dominican-Republic,El-Salvador,France,Guatemala,China,Japan,Yugoslavia,Peru,Outlying-US(Guam-USVI-etc),Scotland,Trinadad&Tobago,Greece,Nicaragua,Vietnam,Hong,Ireland,Hungary,Holand-Netherlands}
@attribute work-status {PartTime,FullTime,OverTime}
@attribute capital-gain {None,High,Low}
@attribute capital-loss {None,High,Low}
@attribute salary {<=50K,>50K}

@data
Senior,?,5th-6th,Widowed,?,Not-in-family,White,Male,United-States,PartTime,None,None,<=50K
Senior,?,Assoc-acdm,Married-civ-spouse,?,Wife,White,Female,United-States,PartTime,None,None,>50K
Adult,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States,FullTime,None,None,<=50K
Adult,Private,HS-grad,Divorced,Transport-moving,Not-in-family,White,Male,United-States,PartTime,None,None,<=50K
Adult,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,United-States,FullTime,None,None,<=50K
Adult,Private,HS-grad,Widowed,Other-service,Unmarried,White,Female,United-States,FullTime,None,None,<=50K
Adult,Private,Bachelors,Never-married,Sales,Not-in-family,Asian-Pac-Islander,Male,United-States,FullTime,None,None,<=50K
Adult,Private,Some-college,Never-married,Adm-clerical,Own-child,Black,Female,United-States,FullTime,None,None,<=50K
Adult,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,FullTime,None,None,>50K
Adult,Private,HS-grad,Married-AF-spouse,Other-service,Other-relative,White,Female,United-States,PartTime,None,None,<=50K
Adult,Private,12th,Married-civ-spouse,Adm-clerical,Husband,White,Male,United-States,FullTime,None,None,<=50K
Adult,Private,Some-college,Divorced,Other-service,Not-in-family,White,Male,United-States,FullTime,None,None,<=50K
Adult,Private,7th-8th,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,United-States,FullTime,None,None,<=50K
Adult,Private,9th,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,United-States,FullTime,None,None,>50K
Adult,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,FullTime,None,None,>50K
Adult,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,United-States,FullTime,None,None,>50K
Adult,Private,HS-grad,Never-married,Adm-clerical,Other-relative,White,Male,United-States,PartTime,None,None,<=50K
Senior,?,Some-college,Married-civ-spouse,?,Husband,White,Male,United-States,FullTime,Low,None,>50K
Child,?,9th,Never-married,?,Own-child,White,Female,Mexico,PartTime,None,None,<=50K
Adult,Private,HS-grad,Divorced,Sales,Not-in-family,White,Female,United-States,FullTime,None,None,<=50K
Adult,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Female,United-States,PartTime,None,None,<=50K
Adult,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,United-States,FullTime,None,None,<=50K
Adult,Self-emp-not-inc,Some-college,Never-married,Craft-repair,Not-in-family,White,Male,United-States,PartTime,None,None,>50K
Adult,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Female,United-States,FullTime,None,None,<=50K
Adult,Private,12th,Never-married,Transport-moving,Not-in-family,White,Male,United-States,FullTime,None,None,<=50K
Adult,Local-gov,Some-college,Never-married,Adm-clerical,Own-child,White,Male,United-States,PartTime,None,None,<=50K
Adult,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,Black,Male,United-States,PartTime,None,None,<=50K
Adult,Private,Bachelors,Separated,Prof-specialty,Unmarried,White,Male,United-States,FullTime,None,None,<=50K
Adult,State-gov,Masters,Never-married,Adm-clerical,Not-in-family,Black,Female,United-States,FullTime,None,None,<=50K
Child,Private,11th,Never-married,Other-service,Own-child,Black,Male,United-States,PartTime,None,None,<=50K
Adult,Private,HS-grad,Divorced,Exec-managerial,Unmarried,White,Female,United-States,FullTime,None,None,<=50K
Adult,Private,Masters,Never-married,Prof-specialty,Own-child,White,Male,United-States,FullTime,None,None,>50K
Adult,Private,9th,Never-married,Machine-op-inspct,Not-in-family,White,Female,United-States,PartTime,None,None,<=50K
Adult,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,United-States,PartTime,Low,None,<=50K
Adult,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,Mexico,FullTime,None,None,<=50K
Adult,Private,9th,Married-civ-spouse,Farming-fishing,Husband,Black,Male,United-States,FullTime,None,None,<=50K
Adult,Private,9th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,Mexico,FullTime,None,None,<=50K
Adult,Private,Bachelors,Never-married,Other-service,Other-relative,White,Male,United-States,PartTime,None,None,<=50K
Adult,State-gov,Some-college,Married-civ-spouse,Other-service,Husband,White,Male,United-States,FullTime,None,None,<=50K
Adult,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,United-States,FullTime,Low,None,>50K
Adult,?,Some-college,Married-civ-spouse,?,Husband,White,Male,United-States,PartTime,None,None,>50K
Adult,Federal-gov,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,FullTime,None,None,<=50K
Adult,Self-emp-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,PartTime,None,None,<=50K
Adult,Private,7th-8th,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,FullTime,None,Low,<=50K
Adult,?,Assoc-acdm,Married-civ-spouse,?,Husband,White,Male,El-Salvador,FullTime,None,None,<=50K
Adult,State-gov,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,FullTime,None,None,>50K
Adult,Private,Some-college,Married-civ-spouse,Farming-fishing,Wife,White,Female,United-States,PartTime,None,None,<=50K
Child,Private,12th,Never-married,Other-service,Own-child,White,Male,United-States,PartTime,None,None,<=50K
Adult,Self-emp-not-inc,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,United-States,FullTime,None,None,>50K
Adult,?,Bachelors,Married-civ-spouse,?,Husband,White,Male,United-States,PartTime,None,None,<=50K
Adult,Private,HS-grad,Never-married,Other-service,Own-child,White,Female,United-States,PartTime,None,None,<=50K
Adult,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,FullTime,None,None,<=50K
Adult,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,United-States,FullTime,None,None,<=50K
Adult,Private,7th-8th,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,FullTime,None,None,<=50K
Adult,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,FullTime,None,None,<=50K
Adult,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male,United-States,FullTime,None,None,<=50K
Adult,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States,FullTime,None,None,<=50K
Adult,Private,Some-college,Never-married,Craft-repair,Other-relative,White,Male,Ecuador,FullTime,None,None,<=50K
Adult,Local-gov,Bachelors,Divorced,Prof-specialty,Unmarried,White,Female,United-States,FullTime,None,None,<=50K
Adult,Private,1st-4th,Never-married,Priv-house-serv,Not-in-family,White,Female,Guatemala,FullTime,None,None,<=50K
Adult,State-gov,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,United-States,PartTime,None,None,<=50K
Adult,Private,Some-college,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,United-States,PartTime,None,None,<=50K
Adult,Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,United-States,FullTime,None,None,<=50K
Adult,Private,Assoc-voc,Never-married,Adm-clerical,Not-in-family,White,Male,?,FullTime,None,None,<=50K
Adult,Self-emp-not-inc,7th-8th,Married-civ-spouse,Farming-fishing,Husband,White,Male,Mexico,FullTime,None,None,<=50K
Adult,Private,Assoc-voc,Divorced,Adm-clerical,Unmarried,White,Female,United-States,PartTime,None,None,<=50K
Child,Private,11th,Never-married,Priv-house-serv,Own-child,White,Female,United-States,PartTime,None,None,<=50K
Adult,Local-gov,Bachelors,Married-civ-spouse,Protective-serv,Husband,White,Male,United-States,FullTime,None,None,>50K
Adult,State-gov,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,United-States,FullTime,None,None,>50K
Adult,Private,Some-college,Never-married,Exec-managerial,Not-in-family,White,Female,United-States,FullTime,None,None,<=50K
Adult,?,Masters,Married-civ-spouse,?,Husband,White,Male,United-States,FullTime,None,None,<=50K
Adult,Federal-gov,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,United-States,FullTime,None,None,<=50K
Adult,Private,Bachelors,Never-married,Other-service,Unmarried,Other,Male,United-States,FullTime,None,None,<=50K
Adult,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States,FullTime,None,None,<=50K
Adult,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,OverTime,None,None,<=50K
Adult,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,United-States,FullTime,None,None,<=50K
Senior,Private,7th-8th,Widowed,Priv-house-serv,Unmarried,White,Female,United-States,PartTime,None,None,<=50K
Adult,Private,HS-grad,Divorced,Exec-managerial,Not-in-family,White,Male,United-States,FullTime,None,None,<=50K
Adult,Self-emp-inc,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States,FullTime,None,None,<=50K
Adult,Private,11th,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,FullTime,None,None,<=50K
Adult,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,FullTime,None,None,<=50K
Adult,Local-gov,HS-grad,Never-married,Prof-specialty,Unmarried,Black,Female,United-States,PartTime,None,None,<=50K
Senior,Local-gov,Masters,Never-married,Exec-managerial,Other-relative,White,Female,United-States,OverTime,High,None,>50K
Adult,Local-gov,HS-grad,Never-married,Other-service,Not-in-family,White,Male,United-States,FullTime,None,None,<=50K
Adult,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,FullTime,None,None,>50K
Adult,?,Some-college,Never-married,?,Own-child,White,Female,United-States,PartTime,None,None,<=50K
Adult,Self-emp-not-inc,Doctorate,Divorced,Sales,Not-in-family,White,Male,United-States,OverTime,None,None,<=50K
Adult,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,FullTime,None,None,>50K
Adult,Local-gov,Bachelors,Divorced,Prof-specialty,Unmarried,White,Female,United-States,FullTime,None,None,<=50K
Adult,Private,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,FullTime,Low,None,>50K
Adult,Private,HS-grad,Married-civ-spouse,Sales,Other-relative,White,Female,Poland,FullTime,None,None,<=50K
Adult,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,El-Salvador,FullTime,None,None,>50K
Adult,Private,HS-grad,Never-married,Adm-clerical,Other-relative,White,Female,Nicaragua,FullTime,Low,None,<=50K
Adult,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,United-States,FullTime,None,None,<=50K
Adult,Private,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,United-States,FullTime,None,None,<=50K
Adult,Private,Masters,Married-civ-spouse,Sales,Husband,White,Male,United-States,FullTime,None,None,>50K
Adult,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,FullTime,None,None,>50K
Adult,Private,5th-6th,Never-married,Sales,Own-child,Asian-Pac-Islander,Female,Vietnam,PartTime,None,None,<=50K
Adult,Local-gov,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,FullTime,None,None,>50K
Adult,Private,HS-grad,Never-married,Other-service,Own-child,Black,Male,United-States,PartTime,None,None,<=50K
Senior,Private,Assoc-acdm,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,Yugoslavia,FullTime,Low,None,>50K
Adult,Self-emp-not-inc,10th,Married-civ-spouse,Other-service,Wife,White,Female,United-States,FullTime,Low,None,<=50K
Adult,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,United-States,FullTime,None,None,<=50K
Adult,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,FullTime,Low,None,>50K
Adult,Private,10th,Never-married,Other-service,Unmarried,White,Female,Peru,PartTime,None,None,<=50K
Adult,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,United-States,FullTime,None,None,>50K
Senior,Federal-gov,HS-grad,Widowed,Exec-managerial,Not-in-family,White,Male,United-States,PartTime,None,None,<=50K
Adult,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Wife,White,Female,United-States,FullTime,None,High,>50K
Adult,Private,HS-grad,Widowed,Adm-clerical,Unmarried,White,Female,United-States,FullTime,None,None,<=50K
Adult,State-gov,Masters,Never-married,Prof-specialty,Own-child,White,Female,United-States,PartTime,None,None,<=50K
Adult,State-gov,Some-college,Never-married,Machine-op-inspct,Own-child,White,Female,United-States,FullTime,None,None,<=50K
Adult,Local-gov,Some-college,Divorced,Other-service,Unmarried,White,Female,United-States,FullTime,None,None,<=50K
Adult,Local-gov,Assoc-acdm,Married-civ-spouse,Adm-clerical,Husband,White,Male,United-States,FullTime,None,None,<=50K
Adult,Local-gov,Some-college,Married-civ-spouse,Craft-repair,Husband,Black,Male,United-States,FullTime,None,None,<=50K
Adult,Private,Bachelors,Never-married,Sales,Own-child,Asian-Pac-Islander,Male,United-States,FullTime,None,None,<=50K
Adult,Private,Assoc-voc,Divorced,Prof-specialty,Not-in-family,White,Female,United-States,PartTime,None,None,<=50K
Adult,Self-emp-not-inc,12th,Married-civ-spouse,Craft-repair,Not-in-family,White,Male,United-States,FullTime,None,None,<=50K
Adult,Private,5th-6th,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,Mexico,FullTime,None,None,<=50K
Adult,Private,Bachelors,Never-married,Adm-clerical,Own-child,Black,Male,United-States,PartTime,None,None,<=50K
Adult,Private,11th,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,PartTime,None,None,<=50K
Adult,Private,Some-college,Never-married,Exec-managerial,Own-child,White,Male,United-States,FullTime,None,None,<=50K
Adult,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,PartTime,None,None,<=50K
Adult,Private,Assoc-voc,Married-civ-spouse,Sales,Husband,White,Male,United-States,FullTime,None,None,<=50K
Adult,Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,FullTime,None,None,<=50K
Adult,Private,HS-grad,Divorced,Sales,Unmarried,White,Female,United-States,FullTime,None,None,<=50K
Adult,Local-gov,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,United-States,FullTime,None,None,<=50K
Adult,Local-gov,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female,United-States,FullTime,None,None,<=50K
Adult,Private,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,United-States,FullTime,None,None,<=50K
Adult,?,HS-grad,Never-married,?,Unmarried,White,Female,United-States,PartTime,None,None,<=50K
Adult,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,United-States,FullTime,None,None,<=50K
Child,Private,10th,Never-married,Sales,Own-child,White,Female,United-States,PartTime,None,None,<=50K
Adult,Private,11th,Divorced,Handlers-cleaners,Not-in-family,White,Male,United-States,FullTime,None,None,<=50K
Adult,Private,HS-grad,Never-married,Adm-clerical,Other-relative,White,Female,United-States,PartTime,None,None,<=50K
Adult,Private,Assoc-acdm,Never-married,Other-service,Own-child,White,Female,United-States,PartTime,None,None,<=50K
Adult,Private,Some-college,Never-married,Prof-specialty,Unmarried,Asian-Pac-Islander,Male,United-States,PartTime,Low,None,<=50K
Adult,Private,Bachelors,Never-married,Transport-moving,Not-in-family,White,Male,United-States,FullTime,Low,None,<=50K
Adult,?,Some-college,Married-civ-spouse,?,Husband,Asian-Pac-Islander,Male,United-States,PartTime,None,None,<=50K
Adult,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,Jamaica,FullTime,None,None,<=50K
Adult,Federal-gov,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,FullTime,None,None,>50K
Adult,Private,Assoc-voc,Married-civ-spouse,Adm-clerical,Husband,White,Male,United-States,FullTime,None,None,<=50K
Adult,Private,Assoc-voc,Married-civ-spouse,Adm-clerical,Husband,White,Male,United-States,FullTime,Low,None,<=50K
Adult,Local-gov,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,OverTime,Low,None,>50K
Adult,Private,11th,Never-married,Transport-moving,Unmarried,White,Male,United-States,FullTime,None,None,<=50K
Adult,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,United-States,FullTime,None,None,<=50K
Adult,Private,7th-8th,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States,FullTime,None,None,<=50K
Adult,Self-emp-not-inc,Masters,Divorced,Prof-specialty,Not-in-family,White,Male,United-States,FullTime,None,None,>50K
Adult,Private,Some-college,Divorced,Sales,Unmarried,White,Female,United-States,FullTime,None,None,<=50K
Adult,State-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,United-States,PartTime,None,None,<=50K
Adult,Private,Some-college,Divorced,Machine-op-inspct,Unmarried,White,Female,United-States,FullTime,None,None,<=50K
Adult,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,Germany,FullTime,None,None,<=50K
Adult,Private,HS-grad,Divorced,Prof-specialty,Not-in-family,White,Female,United-States,FullTime,None,None,<=50K
Adult,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,FullTime,None,None,>50K
Adult,?,Some-college,Never-married,?,Own-child,White,Male,United-States,PartTime,None,None,<=50K
Adult,Private,Masters,Married-civ-spouse,Adm-clerical,Husband,White,Male,United-States,FullTime,None,None,<=50K
Adult,Private,Some-college,Divorced,Exec-managerial,Not-in-family,White,Female,United-States,FullTime,None,None,<=50K
Adult,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States,FullTime,None,None,<=50K
Senior,?,Assoc-voc,Widowed,?,Not-in-family,White,Female,United-States,FullTime,None,None,<=50K
Adult,?,HS-grad,Married-civ-spouse,?,Husband,White,Male,United-States,FullTime,None,None,<=50K
Adult,Local-gov,Some-college,Divorced,Adm-clerical,Not-in-family,White,Female,Mexico,PartTime,Low,None,<=50K
Adult,Private,HS-grad,Never-married,Sales,Unmarried,Black,Female,United-States,FullTime,None,None,<=50K
Adult,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,FullTime,None,None,>50K
Adult,Private,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,United-States,PartTime,None,High,>50K
Adult,Local-gov,HS-grad,Married-civ-spouse,Craft-repair,Husband,Black,Male,United-States,FullTime,None,None,>50K
Adult,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male,United-States,FullTime,None,None,<=50K
Adult,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,FullTime,None,None,>50K
Adult,Private,Assoc-voc,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,FullTime,None,None,<=50K
Adult,Self-emp-not-inc,Bachelors,Never-married,Sales,Not-in-family,White,Female,United-States,FullTime,None,None,<=50K
Adult,Private,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,United-States,PartTime,None,None,<=50K
Senior,Self-emp-inc,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,FullTime,None,None,<=50K
Adult,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,FullTime,None,High,>50K
Adult,Self-emp-inc,Assoc-acdm,Married-civ-spouse,Exec-managerial,Wife,White,Female,United-States,FullTime,None,None,<=50K
Adult,Private,Bachelors,Never-married,Prof-specialty,Own-child,White,Female,United-States,FullTime,None,None,<=50K
Adult,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,United-States,FullTime,None,None,>50K
Adult,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,?,FullTime,None,None,<=50K
Adult,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,United-States,FullTime,Low,None,>50K
Adult,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,FullTime,None,None,>50K
Adult,Private,9th,Never-married,Craft-repair,Not-in-family,White,Male,?,FullTime,None,None,>50K
Adult,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,FullTime,None,None,>50K
Adult,?,HS-grad,Married-civ-spouse,?,Husband,White,Male,United-States,PartTime,None,None,<=50K
Adult,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,FullTime,None,None,>50K
Adult,Self-emp-not-inc,Assoc-voc,Never-married,Craft-repair,Own-child,White,Male,United-States,FullTime,None,None,<=50K
Adult,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Wife,White,Female,United-States,FullTime,None,None,>50K
Adult,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,United-States,FullTime,None,None,>50K
Adult,Federal-gov,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,United-States,FullTime,None,None,>50K
Senior,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,FullTime,None,High,>50K
Senior,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,FullTime,None,None,>50K
Adult,Private,HS-grad,Married-spouse-absent,Other-service,Not-in-family,Asian-Pac-Islander,Female,Philippines,FullTime,None,None,<=50K
Adult,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,OverTime,None,None,>50K
Adult,Private,Bachelors,Separated,Tech-support,Not-in-family,Asian-Pac-Islander,Male,Philippines,FullTime,None,None,<=50K
Adult,Private,Assoc-voc,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,FullTime,Low,None,>50K
Adult,Local-gov,Bachelors,Never-married,Prof-specialty,Own-child,White,Female,United-States,PartTime,None,None,<=50K
Adult,Private,Bachelors,Never-married,Other-service,Not-in-family,White,Female,United-States,FullTime,None,None,<=50K
Adult,Private,Some-college,Never-married,Sales,Own-child,White,Female,United-States,PartTime,None,None,<=50K
Adult,Private,10th,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,FullTime,None,None,<=50K
Adult,Self-emp-not-inc,HS-grad,Widowed,Adm-clerical,Other-relative,White,Female,United-States,PartTime,None,None,<=50K
Adult,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,United-States,FullTime,None,None,>50K
Adult,Self-emp-not-inc,Some-college,Divorced,Prof-specialty,Unmarried,Black,Female,United-States,FullTime,None,None,<=50K
Adult,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,United-States,OverTime,None,None,>50K
Adult,Private,5th-6th,Never-married,Craft-repair,Not-in-family,White,Male,Columbia,FullTime,None,None,<=50K
Adult,Private,Bachelors,Divorced,Prof-specialty,Unmarried,White,Female,United-States,FullTime,None,None,<=50K
Adult,Private,Some-college,Married-civ-spouse,Other-service,Husband,White,Male,United-States,PartTime,None,None,<=50K
Adult,Private,HS-grad,Divorced,Sales,Unmarried,White,Female,Canada,PartTime,None,None,<=50K
Senior,Private,10th,Separated,Machine-op-inspct,Not-in-family,White,Female,Peru,PartTime,None,None,<=50K
Adult,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,FullTime,None,None,>50K
Adult,Private,Bachelors,Never-married,Other-service,Not-in-family,Asian-Pac-Islander,Female,Japan,PartTime,None,None,>50K
Adult,Private,HS-grad,Never-married,Sales,Own-child,Black,Female,United-States,PartTime,None,None,<=50K
Adult,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,United-States,FullTime,None,None,<=50K
Adult,Private,9th,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,FullTime,None,None,<=50K
Adult,Federal-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,FullTime,None,None,>50K
Senior,?,Some-college,Married-civ-spouse,?,Husband,White,Male,United-States,PartTime,None,None,<=50K
Adult,Private,Some-college,Divorced,Other-service,Not-in-family,White,Female,United-States,FullTime,None,Low,<=50K
Adult,Private,HS-grad,Married-civ-spouse,Tech-support,Husband,Black,Male,Trinadad&Tobago,FullTime,None,High,>50K
Adult,Private,10th,Never-married,Other-service,Unmarried,White,Male,Mexico,FullTime,None,None,<=50K
Adult,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,United-States,PartTime,None,None,>50K
Adult,Private,HS-grad,Never-married,Prof-specialty,Own-child,Black,Male,United-States,FullTime,None,None,<=50K
Adult,Private,12th,Never-married,Priv-house-serv,Own-child,White,Male,United-States,PartTime,None,None,<=50K
Adult,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,FullTime,None,None,>50K
Adult,Private,Some-college,Never-married,Machine-op-inspct,Not-in-family,White,Female,United-States,PartTime,None,None,<=50K
Adult,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,United-States,FullTime,None,None,<=50K
Adult,Private,HS-grad,Divorced,Sales,Not-in-family,Asian-Pac-Islander,Male,Japan,FullTime,None,None,<=50K
Adult,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,FullTime,None,None,<=50K
Adult,Private,11th,Never-married,Machine-op-inspct,Not-in-family,White,Female,United-States,PartTime,None,None,<=50K
Adult,Private,Some-college,Divorced,Adm-clerical,Other-relative,White,Female,United-States,FullTime,None,None,<=50K
Senior,Private,Preschool,Never-married,Machine-op-inspct,Not-in-family,White,Male,United-States,PartTime,None,None,<=50K
Adult,State-gov,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,FullTime,None,None,>50K
Adult,Private,HS-grad,Divorced,Exec-managerial,Not-in-family,White,Female,United-States,FullTime,None,None,<=50K
Adult,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States,FullTime,None,None,<=50K
Adult,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,FullTime,Low,None,>50K
Adult,Private,HS-grad,Separated,Craft-repair,Unmarried,White,Female,Mexico,FullTime,None,None,<=50K
Adult,Private,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female,United-States,FullTime,None,None,<=50K
Adult,Private,9th,Widowed,Sales,Not-in-family,White,Female,United-States,FullTime,None,None,<=50K
Adult,Private,HS-grad,Widowed,Adm-clerical,Other-relative,White,Female,United-States,FullTime,None,None,<=50K
Adult,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,FullTime,None,None,<=50K
